review_order,priority_group,triage_rank,triage_score,listing_id,address,source_label,recommended_source,recommended_label,coordinate_confidence,best_photo_indices,arcgis_real_tiles,arcgis_placeholder_tiles,best_overhead_candidate,aerial_contact_sheet,mls_contact_sheet,google_best_image,google_contact_sheet,bing_contact_sheet,mapbox_contact_sheet,app_path,review_reason,rights_note
248,A - strong candidate,108,52,10641909,7822 MONROE LAKE Road,Cranbrook/Kimberley,arcgis_overhead_house_backyard_candidate,Strong ArcGIS overhead,listing,,9,0,data\aerial\cranbrook_kimberley\7822-monroe-lake-road-10641909\esri_world_imagery_z19\z19_x93408_y179240.jpg,data\contact_sheets\cranbrook_kimberley\7822-monroe-lake-road-10641909\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\7822-monroe-lake-road-10641909\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\7822-monroe-lake-road-10641909\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\7822-monroe-lake-road-10641909\google_satellite_contact_sheet.jpg,,,/cranbrook-kimberley#listing-10641909,"Vision batch 002: print_mockup_potential=medium; best_candidate_tile=center; Lakefront property context is attractive, but yard detail is partly obscured by trees and resolution.",MLS/listing photos are research-only until rights are verified.
249,A - strong candidate,110,46,10681651,1 MT PROCTOR Avenue,Fernie/Sparwood,mapbox_overhead_house_backyard_candidate,Strong Mapbox overhead,listing,"1,30,2",0,9,data\aerial\fernie_sparwood\1-mt-proctor-avenue-10681651\esri_world_imagery_z19\z19_x94555_y178947.jpg,data\contact_sheets\fernie_sparwood\1-mt-proctor-avenue-10681651\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\1-mt-proctor-avenue-10681651\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\1-mt-proctor-avenue-10681651\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\1-mt-proctor-avenue-10681651\google_satellite_contact_sheet.jpg,,data\alternate_contact_sheets\mapbox\fernie-sparwood\1-mt-proctor-avenue-10681651\mapbox_satellite_contact_sheet.jpg,/fernie-sparwood#listing-10681651,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: no aerial/top-down/elevated lot overview visible. Only front exterior and deck/porch views; backyard/lot not shown t…,MLS/listing photos are research-only until rights are verified.
250,A - strong candidate,111,46,10657869,1122 HILLTOP Road,Columbia Valley,mapbox_overhead_house_backyard_candidate,Strong Mapbox overhead,listing,1,0,9,data\aerial\columbia_valley\1122-hilltop-road-10657869\esri_world_imagery_z19\z19_x93214_y176695.jpg,data\contact_sheets\columbia_valley\1122-hilltop-road-10657869\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\1122-hilltop-road-10657869\mls_contact_sheet.jpg,data\alternate_aerial\google\columbia-valley\1122-hilltop-road-10657869\google_satellite_z19.jpg,data\alternate_contact_sheets\google\columbia-valley\1122-hilltop-road-10657869\google_satellite_contact_sheet.jpg,,data\alternate_contact_sheets\mapbox\columbia-valley\1122-hilltop-road-10657869\mapbox_satellite_contact_sheet.jpg,/columbia-valley#listing-10657869,"Vision batch 003: print_mockup_potential=low; best_candidate_tile=none; All aerial tiles show 'Map data not yet available'; no property features visible.; Goal review: no aerial/top-down exterior found. Photo 1 is only useful exterior, ground-level view of ho…",MLS/listing photos are research-only until rights are verified.
251,A - strong candidate,178,28,20021290,147 THE WHINS,Cranbrook/Kimberley,mapbox_overhead_house_backyard_candidate,Strong Mapbox overhead,listing,"3,24,26,27,29",0,9,data\aerial\cranbrook_kimberley\147-the-whins-20021290\esri_world_imagery_z19\z19_x93553_y178849.jpg,data\contact_sheets\cranbrook_kimberley\147-the-whins-20021290\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\147-the-whins-20021290\mls_contact_sheet.jpg,,data\alternate_contact_sheets\google\cranbrook-kimberley\147-the-whins-20021290\google_satellite_contact_sheet.jpg,,data\alternate_contact_sheets\mapbox\cranbrook-kimberley\147-the-whins-20021290\mapbox_satellite_contact_sheet.jpg,/cranbrook-kimberley#listing-20021290,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: no clear aerial/top-down/elevated image showing house and backyard/lot together. Only ground-level exterior/yard/con…,MLS/listing photos are research-only until rights are verified.
252,B - verify possible candidate,112,37,10658844,1059 SWANSEA Road,Columbia Valley,possible_mls_elevated_candidate_needs_verify,Possible MLS elevated - verify,listing,"1,2,17,16",0,9,data\aerial\columbia_valley\1059-swansea-road-10658844\esri_world_imagery_z19\z19_x93228_y176681.jpg,data\contact_sheets\columbia_valley\1059-swansea-road-10658844\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\1059-swansea-road-10658844\mls_contact_sheet.jpg,data\alternate_aerial\google\columbia-valley\1059-swansea-road-10658844\google_satellite_z19.jpg,data\alternate_contact_sheets\google\columbia-valley\1059-swansea-road-10658844\google_satellite_contact_sheet.jpg,,,/columbia-valley#listing-10658844,"Vision batch 003: print_mockup_potential=low; best_candidate_tile=none; All aerial tiles show 'Map data not yet available'; no property features visible.; Goal review: no true aerial; photo 17 is elevated balcony/view over lot/scenery, while photos 1/2 provid…",MLS/listing photos are research-only until rights are verified.
253,B - verify possible candidate,114,37,20026178,137 12A Avenue,Columbia Valley,possible_mls_elevated_candidate_needs_verify,Possible MLS elevated - verify,listing,"5,1,7,8,29,30",0,9,data\aerial\columbia_valley\137-12a-avenue-20026178\esri_world_imagery_z19\z19_x93153_y176642.jpg,data\contact_sheets\columbia_valley\137-12a-avenue-20026178\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\137-12a-avenue-20026178\mls_contact_sheet.jpg,data\alternate_aerial\google\columbia-valley\137-12a-avenue-20026178\google_satellite_z19.jpg,data\alternate_contact_sheets\google\columbia-valley\137-12a-avenue-20026178\google_satellite_contact_sheet.jpg,,,/columbia-valley#listing-20026178,"Vision batch 003: print_mockup_potential=low; best_candidate_tile=none; All aerial tiles show 'Map data not yet available'; no property features visible.; Goal review: photo 5 is an aerial neighborhood/locator view, but thumbnail detail is insufficient to con…",MLS/listing photos are research-only until rights are verified.
254,B - verify possible candidate,115,37,10683127,1400 17TH S Street,Cranbrook/Kimberley,possible_mls_elevated_candidate_needs_verify,Possible MLS elevated - verify,listing,"1,2,3,4,5,6",0,9,data\aerial\cranbrook_kimberley\1400-17th-s-street-10683127\esri_world_imagery_z19\z19_x93557_y178952.jpg,data\contact_sheets\cranbrook_kimberley\1400-17th-s-street-10683127\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\1400-17th-s-street-10683127\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\1400-17th-s-street-10683127\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\1400-17th-s-street-10683127\google_satellite_contact_sheet.jpg,,,/cranbrook-kimberley#listing-10683127,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Exterior and covered patio/front approach photos; photo 3 is elevated/neighborhood view but drone status unclear.,MLS/listing photos are research-only until rights are verified.
255,B - verify possible candidate,117,37,10676060,1825 TAYNTON Road,Columbia Valley,possible_mls_elevated_candidate_needs_verify,Possible MLS elevated - verify,listing,"1,4,5,3,2",0,9,data\aerial\columbia_valley\1825-taynton-road-10676060\esri_world_imagery_z19\z19_x93243_y176761.jpg,data\contact_sheets\columbia_valley\1825-taynton-road-10676060\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\1825-taynton-road-10676060\mls_contact_sheet.jpg,data\alternate_aerial\google\columbia-valley\1825-taynton-road-10676060\google_satellite_z19.jpg,data\alternate_contact_sheets\google\columbia-valley\1825-taynton-road-10676060\google_satellite_contact_sheet.jpg,,,/columbia-valley#listing-10676060,Vision batch 003: print_mockup_potential=low; best_candidate_tile=none; All aerial tiles show 'Map data not yet available'; no property features visible.; Goal review: photo 1 appears elevated/aerial but the specific house/lot is not clearly identifiable in t…,MLS/listing photos are research-only until rights are verified.
256,B - verify possible candidate,118,37,20027834,405 FOREST CROWNE Close,Cranbrook/Kimberley,possible_mls_elevated_candidate_needs_verify,Possible MLS elevated - verify,listing,"3,1,2,4,5",0,9,data\aerial\cranbrook_kimberley\405-forest-crowne-close-20027834\esri_world_imagery_z19\z19_x93237_y178613.jpg,data\contact_sheets\cranbrook_kimberley\405-forest-crowne-close-20027834\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\405-forest-crowne-close-20027834\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\405-forest-crowne-close-20027834\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\405-forest-crowne-close-20027834\google_satellite_contact_sheet.jpg,,,/cranbrook-kimberley#listing-20027834,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: one broad overhead/neighborhood image may show lot context but not clearly the house/backyard together. Exterior/yar…,MLS/listing photos are research-only until rights are verified.
257,B - verify possible candidate,119,37,10682429,4476 COLUMBIA VIEW Road,Columbia Valley,possible_mls_elevated_candidate_needs_verify,Possible MLS elevated - verify,listing,"7,2,3,8,12",0,9,data\aerial\columbia_valley\4476-columbia-view-road-10682429\esri_world_imagery_z19\z19_x93378_y177144.jpg,data\contact_sheets\columbia_valley\4476-columbia-view-road-10682429\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\4476-columbia-view-road-10682429\mls_contact_sheet.jpg,data\alternate_aerial\google\columbia-valley\4476-columbia-view-road-10682429\google_satellite_z19.jpg,data\alternate_contact_sheets\google\columbia-valley\4476-columbia-view-road-10682429\google_satellite_contact_sheet.jpg,,,/columbia-valley#listing-10682429,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: photo 7 is an elevated/aerial-style neighborhood/waterfront context image but the subject house/backyard is not clea…,MLS/listing photos are research-only until rights are verified.
258,B - verify possible candidate,120,37,20021525,4585 COLUMERE Road,Columbia Valley,possible_mls_elevated_candidate_needs_verify,Possible MLS elevated - verify,listing,"2,4,5,7,25",0,9,data\aerial\columbia_valley\4585-columere-road-20021525\esri_world_imagery_z19\z19_x93385_y177150.jpg,data\contact_sheets\columbia_valley\4585-columere-road-20021525\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\4585-columere-road-20021525\mls_contact_sheet.jpg,data\alternate_aerial\google\columbia-valley\4585-columere-road-20021525\google_satellite_z19.jpg,data\alternate_contact_sheets\google\columbia-valley\4585-columere-road-20021525\google_satellite_contact_sheet.jpg,,,/columbia-valley#listing-20021525,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: no true aerial. Several ground-level rear/yard views show house with backyard/deck; photo 25 appears elevated from d…,MLS/listing photos are research-only until rights are verified.
259,B - verify possible candidate,121,37,10660433,4942 MOUNTAIN HILL Road,Columbia Valley,possible_mls_elevated_candidate_needs_verify,Possible MLS elevated - verify,listing,"1,4,5,3",0,9,data\aerial\columbia_valley\4942-mountain-hill-road-10660433\esri_world_imagery_z19\z19_x93422_y177036.jpg,data\contact_sheets\columbia_valley\4942-mountain-hill-road-10660433\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\4942-mountain-hill-road-10660433\mls_contact_sheet.jpg,data\alternate_aerial\google\columbia-valley\4942-mountain-hill-road-10660433\google_satellite_z19.jpg,data\alternate_contact_sheets\google\columbia-valley\4942-mountain-hill-road-10660433\google_satellite_contact_sheet.jpg,,,/columbia-valley#listing-10660433,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: photo 3 is elevated deck/view and photo 2 may be elevated/driveway view, but house+backyard together is mainly groun…",MLS/listing photos are research-only until rights are verified.
260,B - verify possible candidate,122,37,10666129,862 10TH Avenue,Fernie/Sparwood,possible_mls_elevated_candidate_needs_verify,Possible MLS elevated - verify,listing,"5,4,6,1,2",0,9,data\aerial\fernie_sparwood\862-10th-avenue-10666129\esri_world_imagery_z19\z19_x94564_y178914.jpg,data\contact_sheets\fernie_sparwood\862-10th-avenue-10666129\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\862-10th-avenue-10666129\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\862-10th-avenue-10666129\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\862-10th-avenue-10666129\google_satellite_contact_sheet.jpg,,,/fernie-sparwood#listing-10666129,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: no true aerial; photos 4/6 are deck/elevated yard views, while photo 5 shows rear/side of house with yard from groun…",MLS/listing photos are research-only until rights are verified.
261,B - verify possible candidate,123,33,10654223,145 STEMWINDER Drive,Cranbrook/Kimberley,possible_mls_elevated_candidate_needs_verify,Possible MLS elevated - verify,listing,"1,2,3,4",0,9,data\aerial\cranbrook_kimberley\145-stemwinder-drive-10654223\esri_world_imagery_z19\z19_x93206_y178514.jpg,data\contact_sheets\cranbrook_kimberley\145-stemwinder-drive-10654223\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\145-stemwinder-drive-10654223\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\145-stemwinder-drive-10654223\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\145-stemwinder-drive-10654223\google_satellite_contact_sheet.jpg,,,/cranbrook-kimberley#listing-10654223,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: no aerial/top-down or clear backyard-wide view; early exterior shots show house on sloped lot and some surrounding t…,MLS/listing photos are research-only until rights are verified.
262,B - verify possible candidate,129,33,20022971,200 BOULDER Creek,Cranbrook/Kimberley,possible_mls_elevated_candidate_needs_verify,Possible MLS elevated - verify,listing,"19,20,18,1",0,9,data\aerial\cranbrook_kimberley\200-boulder-creek-20022971\esri_world_imagery_z19\z19_x93561_y178846.jpg,data\contact_sheets\cranbrook_kimberley\200-boulder-creek-20022971\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\200-boulder-creek-20022971\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\200-boulder-creek-20022971\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\200-boulder-creek-20022971\google_satellite_contact_sheet.jpg,,,/cranbrook-kimberley#listing-20022971,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: no true aerial/top-down visible. Deck/elevated backyard-view shots show lot/view and partial rear/deck context; phot…,MLS/listing photos are research-only until rights are verified.
263,B - verify possible candidate,134,33,20034035,2202 Black Hawk Drive,Fernie/Sparwood,possible_mls_elevated_candidate_needs_verify,Possible MLS elevated - verify,listing,1,8,1,data\aerial\fernie_sparwood\2202-black-hawk-drive-20034035\esri_world_imagery_z19\z19_x94819_y178358.jpg,data\contact_sheets\fernie_sparwood\2202-black-hawk-drive-20034035\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\2202-black-hawk-drive-20034035\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\2202-black-hawk-drive-20034035\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\2202-black-hawk-drive-20034035\google_satellite_contact_sheet.jpg,,,/fernie-sparwood#listing-20034035,"Vision batch 002: print_mockup_potential=low; best_candidate_tile=none; Mostly undeveloped or bare lot/road area; no clear backyard amenity.; Goal review: photo 1 is an elevated exterior/oblique view showing the house and some surrounding lot/driveway, but ba…",MLS/listing photos are research-only until rights are verified.
