triage_rank,triage_score,listing_id,address,source_label,area,subarea,coordinate_confidence,latitude,longitude,recommended_source,aerial_coverage_goal,best_overhead_candidate,aerial_contact_sheet,aerial_review_status,aerial_backyard_visibility,aerial_overhead_quality,aerial_real_tiles,aerial_placeholder_tiles,mls_contact_sheet,mls_photo_count,mls_backyard_photos,mls_drone_or_aerial,mls_best_photo_indices,mls_candidate_strength,hot_tub_or_pool_signal,source_risk,notes
271,0,10614914,802 8TH Avenue,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.508459,-115.065543,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\802-8th-avenue-10614914\esri_world_imagery_z19\z19_x94567_y178917.jpg,data\contact_sheets\fernie_sparwood\802-8th-avenue-10614914\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\802-8th-avenue-10614914\mls_contact_sheet.jpg,10,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
272,0,20085434,804 16th Street S,Cranbrook/Kimberley,Kootenay,CRAN - Cranbrook South,listing,49.49393574,-115.77011224,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\804-16th-street-s-20085434\esri_world_imagery_z19\z19_x93541_y178950.jpg,data\contact_sheets\cranbrook_kimberley\804-16th-street-s-20085434\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\804-16th-street-s-20085434\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
273,0,20020530,805 16TH S Street,Cranbrook/Kimberley,Kootenay,CRAN - Cranbrook South,listing,49.49347228,-115.77011514,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\805-16th-s-street-20020530\esri_world_imagery_z19\z19_x93541_y178951.jpg,data\contact_sheets\cranbrook_kimberley\805-16th-s-street-20020530\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\805-16th-s-street-20020530\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
274,0,20036703,805 31ST Avenue S,Cranbrook/Kimberley,Kootenay,CRAN - Cranbrook South,listing,49.50074448,-115.73826142,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\805-31st-avenue-s-20036703\esri_world_imagery_z19\z19_x93587_y178934.jpg,data\contact_sheets\cranbrook_kimberley\805-31st-avenue-s-20036703\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\805-31st-avenue-s-20036703\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
275,0,10658252,812 17TH S Street,Cranbrook/Kimberley,Kootenay,CRAN - Cranbrook South,listing,49.493118,-115.769776,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\812-17th-s-street-10658252\esri_world_imagery_z19\z19_x93542_y178951.jpg,data\contact_sheets\cranbrook_kimberley\812-17th-s-street-10658252\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\812-17th-s-street-10658252\mls_contact_sheet.jpg,8,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
276,0,10665254,815 LAKEVIEW MEADOWS GREEN,Columbia Valley,Kootenay,INRU - Windermere,listing,50.50012562,-116.00516735,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\815-lakeview-meadows-green-10665254\esri_world_imagery_z19\z19_x93199_y176670.jpg,data\contact_sheets\columbia_valley\815-lakeview-meadows-green-10665254\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\815-lakeview-meadows-green-10665254\mls_contact_sheet.jpg,4,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
277,0,10665147,824 309TH Street,Cranbrook/Kimberley,Kootenay,KI - Marysville,listing,49.632343,-115.949243,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\824-309th-street-10665147\esri_world_imagery_z19\z19_x93280_y178639.jpg,data\contact_sheets\cranbrook_kimberley\824-309th-street-10665147\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\824-309th-street-10665147\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
278,0,10673624,8414 RICHARDSON Crescent,Columbia Valley,Kootenay,CF - Canal Flats,listing,50.18044907,-115.81759103,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\8414-richardson-crescent-10673624\esri_world_imagery_z19\z19_x93472_y177399.jpg,data\contact_sheets\columbia_valley\8414-richardson-crescent-10673624\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\8414-richardson-crescent-10673624\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
279,0,10588693,885 COPPERVIEW Close,Columbia Valley,Kootenay,INRU - Windermere,listing,50.608878,-115.687432,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\885-copperview-close-10588693\esri_world_imagery_z19\z19_x93661_y176421.jpg,data\contact_sheets\columbia_valley\885-copperview-close-10588693\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\885-copperview-close-10588693\mls_contact_sheet.jpg,3,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
280,0,10684558,890 COPPERPOINT Way,Columbia Valley,Kootenay,INRU - Windermere,listing,50.50176414,-115.99098603,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\890-copperpoint-way-10684558\esri_world_imagery_z19\z19_x93219_y176666.jpg,data\contact_sheets\columbia_valley\890-copperpoint-way-10684558\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\890-copperpoint-way-10684558\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
281,0,20087320,896 Copper Point Way,Columbia Valley,Kootenay,INRU - Windermere,listing,50.50112954,-115.99034023,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\896-copper-point-way-20087320\esri_world_imagery_z19\z19_x93220_y176668.jpg,data\contact_sheets\columbia_valley\896-copper-point-way-20087320\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\896-copper-point-way-20087320\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
282,0,10669621,9 ELKVIEW Place,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.49525312,-115.07059684,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\9-elkview-place-10669621\esri_world_imagery_z19\z19_x94560_y178947.jpg,data\contact_sheets\fernie_sparwood\9-elkview-place-10669621\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\9-elkview-place-10669621\mls_contact_sheet.jpg,25,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
283,0,10667796,9 PINE Avenue,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.49658341,-115.06405254,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\9-pine-avenue-10667796\esri_world_imagery_z19\z19_x94569_y178944.jpg,data\contact_sheets\fernie_sparwood\9-pine-avenue-10667796\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\9-pine-avenue-10667796\mls_contact_sheet.jpg,29,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
284,0,10669578,9-6324 LAURIER Avenue,Cranbrook/Kimberley,Kootenay,CRANL Ft. Steele to Wardner,listing,49.41329532,-115.42169481,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\9-6324-laurier-avenue-10669578\esri_world_imagery_z19\z19_x94048_y179130.jpg,data\contact_sheets\cranbrook_kimberley\9-6324-laurier-avenue-10669578\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\9-6324-laurier-avenue-10669578\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
285,0,10626775,93 RIDGEMONT Drive,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.507106,-115.047217,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\93-ridgemont-drive-10626775\esri_world_imagery_z19\z19_x94594_y178920.jpg,data\contact_sheets\fernie_sparwood\93-ridgemont-drive-10626775\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\93-ridgemont-drive-10626775\mls_contact_sheet.jpg,4,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
286,0,20040895,930 COPPER POINT Way,Columbia Valley,Kootenay,INRU - Windermere,listing,50.49961073,-115.98807824,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\930-copper-point-way-20040895\esri_world_imagery_z19\z19_x93224_y176671.jpg,data\contact_sheets\columbia_valley\930-copper-point-way-20040895\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\930-copper-point-way-20040895\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
287,0,10303426,931 10TH Avenue,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.51061495,-115.06737488,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\931-10th-avenue-10303426\esri_world_imagery_z19\z19_x94564_y178912.jpg,data\contact_sheets\fernie_sparwood\931-10th-avenue-10303426\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\931-10th-avenue-10303426\mls_contact_sheet.jpg,15,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
288,0,10675651,9314 LANGEVIN Street,Cranbrook/Kimberley,Kootenay,CRANL Ft. Steele to Wardner,listing,49.41671713,-115.42564897,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\9314-langevin-street-10675651\esri_world_imagery_z19\z19_x94043_y179123.jpg,data\contact_sheets\cranbrook_kimberley\9314-langevin-street-10675651\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\9314-langevin-street-10675651\mls_contact_sheet.jpg,22,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
289,0,10657168,941 11TH Avenue,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.511262,-115.068371,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\941-11th-avenue-10657168\esri_world_imagery_z19\z19_x94563_y178911.jpg,data\contact_sheets\fernie_sparwood\941-11th-avenue-10657168\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\941-11th-avenue-10657168\mls_contact_sheet.jpg,4,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
290,0,20042244,954 313th Drive,Cranbrook/Kimberley,Kootenay,KI - Marysville,listing,49.64054443,-115.94578838,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\954-313th-drive-20042244\esri_world_imagery_z19\z19_x93285_y178620.jpg,data\contact_sheets\cranbrook_kimberley\954-313th-drive-20042244\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\954-313th-drive-20042244\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
291,0,20050440,959 COPPER POINT Way,Columbia Valley,Kootenay,INRU - Windermere,listing,50.49818922,-115.98868883,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\959-copper-point-way-20050440\esri_world_imagery_z19\z19_x93223_y176674.jpg,data\contact_sheets\columbia_valley\959-copper-point-way-20050440\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\959-copper-point-way-20050440\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
292,0,10685328,961 COPPER POINT Way,Columbia Valley,Kootenay,INRU - Windermere,listing,50.49820212,-115.98885503,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\961-copper-point-way-10685328\esri_world_imagery_z19\z19_x93222_y176674.jpg,data\contact_sheets\columbia_valley\961-copper-point-way-10685328\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\961-copper-point-way-10685328\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
293,0,10678927,962 4TH Avenue,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.50749813,-115.05999687,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\962-4th-avenue-10678927\esri_world_imagery_z19\z19_x94575_y178919.jpg,data\contact_sheets\fernie_sparwood\962-4th-avenue-10678927\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\962-4th-avenue-10678927\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
294,0,10613313,964 LAKEVIEW MEADOWS GLEN,Columbia Valley,Kootenay,INRU - Windermere,listing,50.608878,-115.687432,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\964-lakeview-meadows-glen-10613313\esri_world_imagery_z19\z19_x93661_y176421.jpg,data\contact_sheets\columbia_valley\964-lakeview-meadows-glen-10613313\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\964-lakeview-meadows-glen-10613313\mls_contact_sheet.jpg,10,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
295,0,20071157,974 SWANSEA VIEW Road,Columbia Valley,Kootenay,INRU - Windermere,listing,50.49607569,-115.98754321,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\974-swansea-view-road-20071157\esri_world_imagery_z19\z19_x93224_y176679.jpg,data\contact_sheets\columbia_valley\974-swansea-view-road-20071157\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\974-swansea-view-road-20071157\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
296,0,10675594,9841 VICTORIA Street,Fernie/Sparwood,Kootenay,FERU - West/East of Fernie,listing,49.59125517,-114.96458637,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\9841-victoria-street-10675594\esri_world_imagery_z19\z19_x94714_y178731.jpg,data\contact_sheets\fernie_sparwood\9841-victoria-street-10675594\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\9841-victoria-street-10675594\mls_contact_sheet.jpg,12,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
